indx,Company,TypeName,Inches,touchscreen,retinadisplay,resolution_width,cpu_speed,Ram,ssd,Price
322,Lenovo,Notebook,15.6,0,0,1366,2.5,8,0,29251
323,Acer,Notebook,15.6,0,0,1920,2.7,4,256,30476
324,Lenovo,Notebook,15.6,0,0,1920,2.5,8,128,43317
325,Dell,Notebook,14,0,0,1920,2.6,8,256,76031
326,Dell,Notebook,15.6,0,0,1920,1.8,8,512,67239
327,Dell,Ultrabook,13.3,1,0,3200,1.8,16,512,99580
328,HP,Notebook,15.6,0,0,1366,2.7,8,0,31861
329,Apple,Ultrabook,13.3,0,0,1440,1.6,8,0,53173
330,Dell,Notebook,15.6,0,0,1366,2.4,4,0,31254
331,HP,2 in 1 Convertible,13.3,1,0,3840,1.6,8,256,79867
332,Huawei,Ultrabook,13,0,0,2160,2.7,8,512,79867
333,Lenovo,Notebook,25.6,0,0,1920,1.6,8,256,60979
334,Acer,Notebook,15.6,0,0,1920,2.8,8,256,46833
335,Asus,2 in 1 Convertible,13.3,1,0,1920,2.5,8,256,49444
336,Lenovo,Notebook,14,0,0,1366,1.1,4,0,13267
337,HP,Notebook,13.3,0,0,1920,1.6,4,128,38681
338,Lenovo,Notebook,17.3,0,0,1600,2.7,6,128,50563
339,HP,Notebook,15.6,0,0,1366,2,4,0,23390
340,Asus,Gaming,15.6,0,0,1920,2.8,8,128,67399
341,Dell,Notebook,15.6,0,0,1920,1.8,16,256,55891
342,Lenovo,Notebook,13.3,0,0,1920,2.4,8,256,50563
343,HP,Notebook,14,0,0,1920,1.8,8,256,52641
344,Dell,Notebook,15.6,0,0,1920,1.6,8,128,44968
345,Dell,Ultrabook,13.3,0,0,1920,1.8,8,256,49651
346,Asus,Notebook,17.3,0,0,1920,2,4,0,30050
347,Dell,Notebook,15.6,0,0,1920,2.5,4,256,31909
348,Asus,Notebook,14,0,0,1920,2.5,8,256,50350
349,Dell,Ultrabook,13.3,0,0,1920,1.6,8,256,74539
350,HP,Notebook,15.6,0,0,1920,2.5,6,128,30311
351,Lenovo,Notebook,15.6,0,0,1366,1.1,4,0,13446
352,Asus,Notebook,15.6,0,0,1920,1.8,8,256,59567
353,Lenovo,Notebook,15.6,0,0,1920,2.5,8,256,48538
354,Acer,Notebook,15.6,0,0,1366,2.7,4,0,19554
355,Dell,Notebook,15.6,0,0,1366,2,4,0,32922
356,Acer,Notebook,15.6,1,0,1920,2.4,6,0,25521
357,Asus,Netbook,11.6,0,0,1366,1.1,4,0,18115
358,MSI,Gaming,15.6,0,0,1920,2.8,16,256,119427
359,Dell,Notebook,13.3,0,0,1366,2,4,128,36710
360,HP,2 in 1 Convertible,13.3,1,0,3840,1.8,16,1024,130483
361,Acer,2 in 1 Convertible,11.6,1,0,1920,2,4,0,18595
362,Lenovo,2 in 1 Convertible,13.9,1,0,3840,1.8,16,512,98515
363,HP,Notebook,15.6,0,0,1366,2.5,8,256,32980
364,Lenovo,Notebook,15.6,0,0,1920,2.5,8,256,33513
365,HP,Ultrabook,14,0,0,1920,2.5,8,256,79920
366,HP,Notebook,17.3,0,0,1920,1.8,16,512,67719
367,Lenovo,Notebook,13.3,0,0,1366,1.6,4,0,24503
368,Dell,Notebook,17.3,0,0,1920,1.6,8,128,52161
369,Lenovo,Notebook,15.6,0,0,1920,2.7,4,128,33566
370,Dell,Notebook,15.6,0,0,1366,2.5,8,0,28769
371,HP,Ultrabook,13.3,1,0,3200,1.2,16,512,104695
372,HP,Notebook,15.6,0,0,1366,2.5,4,0,26037
373,Lenovo,2 in 1 Convertible,13.9,1,0,1920,1.6,8,256,85195
374,Toshiba,Notebook,15.6,0,0,1366,2.5,8,128,42251
375,Lenovo,Ultrabook,14,0,0,1920,1.8,8,256,64755
376,Lenovo,Notebook,17.3,0,0,1920,2.8,8,256,159787
377,HP,Notebook,14,0,0,1920,2.5,8,256,52214
378,Dell,2 in 1 Convertible,15.6,1,0,1920,1.8,8,0,43636
379,Asus,Notebook,15.6,0,0,1920,2.5,8,128,44702
380,HP,Notebook,15.6,0,0,1920,1.6,8,256,46833
381,Lenovo,Notebook,14,0,0,1366,1.1,4,0,15931
382,Xiaomi,Notebook,15.6,0,0,1920,1.6,8,256,63883
383,Acer,Notebook,11.6,0,0,1366,1.6,4,0,25841
384,Asus,Notebook,15.6,0,0,1920,2,4,0,20726
385,Dell,Ultrabook,13.3,1,0,3840,1.6,8,128,85195
386,Lenovo,Netbook,11.6,0,0,1366,1.6,4,16,14119
387,Lenovo,2 in 1 Convertible,15.6,1,0,3840,2.8,16,512,101179
388,Dell,Notebook,17.3,1,0,1920,1.8,16,512,82531
389,HP,Notebook,14,0,0,1920,2.7,8,256,68838
390,Dell,Notebook,15.6,0,0,1366,2.6,4,0,51096
391,Dell,Notebook,15.6,1,0,3840,2.8,16,512,127712
392,Lenovo,Notebook,13.3,0,0,1920,2.5,8,256,50563
393,Lenovo,Notebook,17.3,0,0,1600,2.5,6,128,38308
394,Chuwi,Notebook,12.3,0,1,2736,1.1,6,0,23923
395,Lenovo,Notebook,17.3,0,0,1600,2.5,4,0,31382
396,Lenovo,Notebook,15.6,0,0,1920,1.1,4,0,18328
397,Lenovo,Notebook,14,0,0,1366,2.5,4,0,52747
398,HP,Notebook,15.6,0,0,1920,2.5,8,0,34046
399,HP,Workstation,17.3,0,0,1600,2.8,8,0,99154
400,Lenovo,Notebook,15.6,0,0,1366,2,8,256,26587
401,HP,Notebook,15.6,0,0,1920,2.9,8,256,76031
402,Asus,Gaming,17.3,0,0,1920,2.5,8,128,49977
403,HP,Notebook,14,0,0,1366,1.6,8,0,20726
404,Lenovo,Notebook,17.3,0,0,1600,2.5,8,0,31382
405,Asus,Notebook,35.6,0,0,1920,2.4,8,0,31808
406,HP,Notebook,15.6,0,0,1366,1.6,8,0,20726
407,Asus,Notebook,15.6,0,0,1920,2.7,8,256,65215
408,HP,Ultrabook,13.3,0,0,1920,2.7,8,256,74539
409,HP,Notebook,15.6,0,0,1920,3,6,256,34579
410,Lenovo,Notebook,15.6,0,0,1920,2.5,4,0,26587
411,Dell,Gaming,27.3,0,0,2560,2.9,16,256,149131
412,Asus,Notebook,15.6,0,0,1920,2.5,4,256,29784
413,HP,Notebook,14,0,0,1920,1.8,8,256,54932
414,Lenovo,Notebook,15.6,0,0,1920,2.5,8,256,44222
415,Dell,Notebook,14,0,0,1920,2.6,8,256,68184
416,Lenovo,Notebook,14,0,0,1366,1.1,4,0,15558
417,Acer,Notebook,15.6,0,0,1920,1.6,4,0,32661
418,Dell,Gaming,15.6,0,0,1920,2.8,8,128,61752
419,Lenovo,Notebook,15.6,0,0,1366,2.3,8,0,24456
420,Dell,Notebook,17.3,0,0,1920,1.6,8,128,57809
421,Lenovo,Notebook,15.6,0,0,1920,1.6,4,0,36497
422,HP,Notebook,15.6,0,0,1366,2,4,128,36710
423,Dell,Ultrabook,14,0,0,1920,1.6,8,256,61219
424,Chuwi,Notebook,15.6,0,0,1920,1.4,4,0,13261
425,Mediacom,Notebook,14,0,0,1920,1.4,4,32,13267
426,Lenovo,Gaming,15.6,0,0,1920,2.5,8,128,43104
427,Toshiba,Ultrabook,14,1,0,1920,2.7,16,512,99367
428,Dell,2 in 1 Convertible,13.3,1,0,1920,1.8,16,512,68145
429,Lenovo,Notebook,17.3,0,0,1600,2.5,8,0,27652
430,Dell,Notebook,15.6,0,0,1920,1.8,8,256,60867
431,Lenovo,Notebook,15.6,0,0,1366,1.1,4,0,19180
432,Acer,Notebook,15.6,0,0,1366,2.5,6,0,29251
433,HP,Ultrabook,13.3,0,0,1920,2.7,8,512,70489
434,MSI,Gaming,17.3,0,0,1920,2.8,16,256,119827
435,Lenovo,2 in 1 Convertible,13.3,1,0,1920,2.7,8,512,107892
436,Lenovo,Gaming,17.3,0,0,1920,2.7,32,256,141885
437,Lenovo,Notebook,15.6,0,0,1366,2,4,128,30103
438,Dell,Notebook,15.6,0,0,1920,2.7,8,256,47899
439,Dell,Notebook,15.6,0,0,1920,1.6,4,256,39907
440,Dell,Ultrabook,14,0,0,1920,2.8,8,256,58555
441,Asus,Ultrabook,14,0,0,1920,2.7,8,512,99793
442,HP,Notebook,13.3,0,0,1920,2.5,4,256,37243
443,Asus,Ultrabook,15.6,0,0,1920,2.7,8,256,55939
444,Lenovo,Gaming,15.6,0,0,1920,2.8,8,256,61219
445,Acer,Gaming,15.6,0,0,1920,2.5,8,0,42517
446,MSI,Gaming,17.3,0,0,1920,2.9,16,512,145401
447,Lenovo,Ultrabook,12.5,0,0,1920,2.5,8,256,76137
448,Dell,Ultrabook,13.3,1,0,1920,2.5,8,128,47899
449,Dell,Notebook,17.3,0,0,1920,1.6,8,128,47366
450,Lenovo,Notebook,14,0,0,1920,1.6,8,256,55891
451,HP,Ultrabook,14,0,0,1920,2.7,8,256,93240
452,Lenovo,Notebook,14,0,0,1920,2.5,8,256,78535
453,Lenovo,Notebook,15.6,0,0,1920,1.1,4,128,18595
454,Lenovo,Notebook,15.6,0,0,1920,2,4,256,23656
455,Dell,Notebook,15.6,0,0,1920,2.7,8,256,39907
456,HP,2 in 1 Convertible,13.3,1,0,1920,2.8,16,256,105228
457,Lenovo,Notebook,24,0,0,1920,2.3,8,256,71395
458,Acer,Notebook,17.3,0,0,1920,2.7,4,0,34898
459,Acer,Notebook,15.6,0,0,1920,2.7,4,0,34046
460,HP,Ultrabook,12.5,0,0,1920,2.7,8,256,71129
461,Toshiba,Ultrabook,13.3,0,0,1920,2.5,16,512,93080
462,Asus,2 in 1 Convertible,15.6,1,0,1920,2.7,12,512,58555
463,Dell,2 in 1 Convertible,12.5,1,0,1920,2.5,8,256,88978
464,Mediacom,Notebook,14,0,0,1920,1.1,4,32,20726
465,Asus,Notebook,15.6,0,0,1366,1.8,4,0,18595
466,Dell,Notebook,15.6,1,0,3840,2.8,32,1024,140606
467,Dell,Notebook,15.6,0,0,1366,2.6,8,0,53734
468,Dell,Workstation,15.6,0,0,1920,2.7,16,512,124569
469,Dell,Workstation,15.6,1,0,1920,2.8,8,256,93933
470,HP,Gaming,17.3,0,0,1920,2.8,12,256,106507
471,Dell,Notebook,15.6,0,0,1920,1.6,8,256,36089
472,Dell,Ultrabook,14,0,0,1920,2.8,8,512,89510
473,MSI,Gaming,17.3,0,0,1920,2.8,8,256,63883
474,HP,Notebook,13.3,0,0,1920,2.4,4,128,38308
475,Acer,Notebook,15.6,0,0,1366,3,4,128,22697
476,Lenovo,Notebook,15.6,0,0,1920,2.7,4,0,42571
477,Toshiba,Notebook,15.6,0,0,1920,2.5,8,256,55571
478,HP,Notebook,15.6,0,0,1920,2.7,8,256,64948
479,Dell,Notebook,15.6,0,0,1920,2.5,8,0,44542
480,Mediacom,2 in 1 Convertible,11.6,1,0,1920,1.1,4,32,15931
481,Lenovo,2 in 1 Convertible,14,0,0,1920,1.6,8,256,47899
482,HP,Gaming,15.6,0,0,1920,2.8,8,128,58555
483,Dell,Notebook,15.6,0,0,1920,2.8,16,256,81912
484,HP,Notebook,15.6,0,0,1920,2.4,4,128,37589
485,Lenovo,Notebook,15.6,0,0,1366,2,8,0,24456
486,Lenovo,Notebook,14,0,0,1920,1.6,8,256,59462
487,Dell,Notebook,15.6,0,0,1920,1.8,16,256,64961
488,Dell,Notebook,15.6,0,0,1920,2.8,16,512,101179
489,Dell,Notebook,15.6,0,0,1920,2.5,4,0,31169
490,Asus,Gaming,17.3,0,0,1920,3,16,256,117163
491,Lenovo,Notebook,15.6,0,0,1920,2.5,8,128,43636
492,Toshiba,Notebook,15.6,0,0,1920,2.5,8,256,50243
493,Samsung,Netbook,11.6,0,0,1366,1.6,4,0,14332
494,Lenovo,Notebook,14,0,0,1920,2.5,4,0,41825
495,HP,Notebook,15.6,0,0,1920,1.6,4,0,38468
496,HP,Notebook,15.6,0,0,1366,2.4,4,0,35617
497,Dell,Netbook,11.6,0,0,1366,1.6,4,0,15718
498,Lenovo,Ultrabook,12.5,0,0,1920,2.7,16,512,95797
499,Dell,Notebook,15.6,0,0,1920,2.8,8,256,73367
500,Asus,Notebook,14,0,0,1920,2.7,8,256,71076
501,Lenovo,Gaming,15.6,0,0,1920,2.8,8,256,46300
502,Lenovo,Notebook,13.3,0,0,1920,2.7,8,256,53813
503,Acer,Notebook,14,0,0,1920,1.1,4,0,17529
504,HP,Notebook,15.6,0,0,1920,2,4,0,24988
505,Lenovo,Notebook,17.3,0,0,1600,2.2,4,128,26054
506,MSI,Gaming,17.3,0,0,1920,2.7,16,128,125155
507,Lenovo,Notebook,15.6,0,0,1920,2,4,0,23923
508,Xiaomi,Notebook,15.6,0,0,1920,1.8,16,256,74589
509,Asus,Gaming,15.6,0,0,1920,2.8,8,0,62284
510,Lenovo,Notebook,35.6,0,0,1920,2,4,0,21792
511,HP,Gaming,17.3,0,0,1920,2.8,16,256,79813
512,MSI,Gaming,17.3,0,0,1920,2.7,16,128,117163
513,Lenovo,Notebook,15.6,0,0,1920,2.3,4,0,24634
514,Acer,Notebook,15.6,0,0,1366,2,4,0,23976
515,Asus,Ultrabook,12.5,0,0,1920,2.7,16,512,103896
516,Lenovo,Notebook,11.6,0,0,1366,1.1,2,0,16221
517,Asus,Netbook,11.6,0,0,1366,1.1,2,0,13054
518,Dell,Notebook,15.6,0,0,1366,2,4,0,24775
519,HP,Notebook,15.6,0,0,1920,2,4,0,21152
520,Lenovo,Ultrabook,14,0,0,1920,2.6,12,256,89137
521,Lenovo,Notebook,14,0,0,1366,1.6,4,0,14599
522,Asus,Gaming,15.6,0,0,1920,2.8,8,256,53227
523,Lenovo,Notebook,15.6,0,0,1920,2.5,8,256,53919
524,Lenovo,Notebook,14,0,0,1920,2.7,4,128,31915
525,MSI,Gaming,15.6,0,0,3840,2.8,16,256,122491
526,Lenovo,Notebook,15.6,1,0,1366,1.8,12,0,32448
527,Acer,Ultrabook,14,0,0,1920,2.5,8,256,48964
528,HP,Notebook,15.6,1,0,1366,1.6,4,0,27784
529,HP,Notebook,14,0,0,1920,2.6,8,256,67559
530,Lenovo,Notebook,15.6,0,0,1920,2.7,8,512,92121
531,Toshiba,Notebook,15.6,0,0,1920,2.5,8,256,74539
532,Lenovo,Workstation,15.6,0,0,3840,2.8,16,512,130270
533,Dell,Notebook,15.6,0,0,1920,2.8,8,256,72940
534,Lenovo,Notebook,13.3,0,0,1920,2.5,8,256,53227
535,Razer,Gaming,14,0,0,1920,2.8,16,256,138475
536,Toshiba,Ultrabook,13.3,1,0,1920,2.7,32,512,149131
537,Lenovo,2 in 1 Convertible,13.3,1,0,1920,2.5,8,256,55092
538,HP,Notebook,15.6,0,0,1920,2.5,8,256,60952
539,Asus,Gaming,17.3,0,0,1920,2.5,8,128,94306
540,Lenovo,Notebook,15.6,0,0,1920,2,4,128,26587
541,Dell,Notebook,15.6,0,0,1920,1.6,4,0,41345
542,Toshiba,Notebook,13.3,0,0,1920,2.3,8,256,64629
543,Asus,Gaming,15.6,0,0,1920,2.8,24,512,158135
544,Asus,Gaming,15.6,0,0,1920,2.8,8,128,71928
545,Lenovo,Notebook,35.6,0,0,1366,2.2,4,128,18595
546,Lenovo,Ultrabook,12.5,0,0,1920,2.7,8,256,84396
547,Lenovo,Notebook,15.6,0,0,1920,2.5,6,0,30050
548,Fujitsu,Notebook,15.6,0,0,1366,2.5,8,256,42571
549,Asus,2 in 1 Convertible,15.6,1,0,1366,2.5,8,0,39374
550,Dell,Ultrabook,13.3,1,0,3840,1.8,16,1024,133147
551,Asus,Gaming,17.3,0,0,1920,2.7,32,512,149131
552,HP,2 in 1 Convertible,14,1,0,1920,2.4,4,128,37243
553,Lenovo,Notebook,15.6,0,0,1920,2.9,16,512,130483
554,Lenovo,2 in 1 Convertible,15.6,1,0,1920,2.8,8,256,69211
555,Asus,Gaming,17.3,0,0,1920,3.2,8,256,90310
556,Lenovo,Workstation,15.6,0,0,1920,2.8,8,512,102564
557,Asus,Notebook,15.6,0,0,1366,1.1,4,0,14651
558,HP,Notebook,15.6,0,0,1920,2.5,8,256,47366
559,Dell,Notebook,15.6,0,0,1920,2.5,8,256,59513
560,Dell,Notebook,15.6,0,0,1920,1.6,8,256,42486
561,Acer,Notebook,15.6,0,0,1366,2.5,8,0,30849
562,Acer,Gaming,15.6,0,0,1920,2.5,8,0,37776
563,Dell,Gaming,17.3,0,0,1920,2.8,16,256,143803
564,HP,Notebook,15.6,0,0,1366,2.3,4,0,49657
565,Dell,Notebook,15.6,0,0,1920,1.6,8,256,60886
566,Lenovo,Ultrabook,14,0,0,2560,2.8,8,512,103523
567,Dell,Ultrabook,13.3,0,0,1920,1.6,8,256,77251
568,MSI,Gaming,15.6,0,0,1920,2.8,16,256,68944
569,Dell,Notebook,15.6,0,0,1366,1.6,4,0,14647
570,Mediacom,Notebook,14,0,0,1920,1.4,2,0,12734
571,Acer,Notebook,14,0,0,1366,1.6,4,0,18595
572,Asus,Gaming,17.3,1,0,1920,2.6,24,256,67612
573,HP,Notebook,15.6,0,0,1920,1.6,4,256,21258
574,MSI,Gaming,15.6,0,0,1920,2.8,8,128,63499
575,Toshiba,Notebook,14,1,0,1920,2.5,8,256,81785
576,HP,Notebook,17.3,0,0,1600,2,8,0,28992
577,Asus,Ultrabook,14,0,0,1920,2.5,8,256,60473
578,Lenovo,Notebook,15.6,0,0,3840,3.1,32,1024,261019
579,HP,Notebook,15.6,0,0,1920,2,4,0,24988
580,HP,2 in 1 Convertible,11.6,1,0,1366,1.1,8,0,26374
581,HP,Notebook,15.6,0,0,1366,2,4,0,19442
582,MSI,Gaming,15.6,0,0,1920,2.8,16,256,111835
583,Lenovo,2 in 1 Convertible,14,1,0,1920,2.5,8,256,53227
584,Dell,Gaming,15.6,0,0,1920,2.6,16,0,46834
585,Lenovo,Ultrabook,12.5,0,0,1366,2.3,8,180,58555
586,Lenovo,Notebook,15.6,0,0,1920,2.5,4,128,24935
587,HP,Notebook,17.3,0,0,1920,2.7,8,0,68198
588,HP,Gaming,17.3,0,0,1920,2.8,12,0,95851
589,Toshiba,Notebook,15.6,0,0,1920,2.5,8,0,56690
590,LG,Ultrabook,15.6,0,0,1920,1.8,8,512,122491
591,Lenovo,Notebook,15.6,0,0,1920,3.6,12,0,47899
592,Acer,2 in 1 Convertible,13.3,1,0,1920,2.5,8,256,42038
593,Lenovo,Workstation,15.6,0,0,3840,2.8,16,1024,175771
594,Dell,Notebook,15.6,0,0,1366,2,4,0,23651
595,Asus,2 in 1 Convertible,13.3,1,0,1920,2.5,6,0,34046
596,Acer,Notebook,15.6,0,0,1920,2.2,8,256,24988
597,Lenovo,Notebook,14,0,0,1920,2.7,8,256,45768
598,Asus,Notebook,15.6,0,0,1366,1.1,4,0,11935
599,Dell,Notebook,15.6,0,0,1920,1.8,8,256,48964
600,Lenovo,Notebook,15.6,0,0,1920,3.6,12,512,50563
601,Acer,Gaming,15.6,0,0,1920,2.5,16,256,69211
602,Lenovo,Notebook,15.6,0,0,1920,1.8,8,256,47893
603,HP,Notebook,15.6,0,0,1920,2.4,8,0,38148
604,HP,Notebook,15.6,0,0,1366,1.6,4,0,18488
605,Asus,2 in 1 Convertible,11.6,1,0,1366,1.1,2,0,14652
606,Acer,Notebook,14,0,0,1366,1.6,2,0,17582
607,Dell,Notebook,15.6,0,0,1920,1.8,16,256,60473
608,Mediacom,Notebook,13.3,0,0,1920,1.4,4,0,13586
609,Dell,Ultrabook,13.3,1,0,3200,1.8,8,256,74539
610,Asus,Notebook,14,0,0,1920,2.7,8,256,58288
611,Lenovo,2 in 1 Convertible,13.9,1,0,3840,1.8,16,512,111835
612,MSI,Gaming,15.6,0,0,1920,2.5,8,256,53168
613,Asus,Gaming,17.3,0,0,1920,2.8,16,256,80133
614,HP,Notebook,14,0,0,1920,2.8,8,1024,93187
615,Lenovo,Gaming,15.6,0,0,1920,2.6,8,128,63723
616,Dell,2 in 1 Convertible,31.6,1,0,1366,1,4,128,32128
617,Samsung,Ultrabook,13.3,0,0,1920,2.7,16,256,87859
618,Dell,Notebook,15.6,0,0,1366,2,4,0,19128
619,Google,Ultrabook,12.3,1,0,2400,1.3,16,512,117163
620,Dell,Notebook,14,0,0,1920,2,4,128,39207
621,Dell,Gaming,17.3,0,0,3840,2.8,32,512,167692
622,Asus,Notebook,15.6,0,0,1366,1.1,4,128,22324
623,HP,Notebook,15.6,0,0,1366,1.8,8,0,48059
624,Dell,Notebook,14,0,0,1366,2.5,8,256,60031
625,Dell,Notebook,15.6,0,0,1366,2.6,4,0,46300
626,Dell,Gaming,15.6,0,0,1920,2.5,16,128,109277
627,Samsung,Notebook,15.6,0,0,1920,2.8,16,128,90523
628,Dell,Ultrabook,13.3,0,0,1920,1.8,8,256,84129
629,HP,Workstation,17.3,0,0,1920,2.9,16,256,233846
630,Dell,Gaming,15.6,0,0,1920,2.8,8,0,58555
631,Acer,Notebook,15.6,0,0,1366,2.7,8,256,35112
632,HP,Notebook,17.3,0,0,1920,2,4,256,37243
633,Lenovo,Notebook,17.3,0,0,1920,2,4,0,28185
634,Dell,Notebook,14,0,0,1920,2.4,8,256,65481
635,Dell,Notebook,15.6,0,0,1920,2.5,8,128,50350
636,Lenovo,Netbook,11.6,1,0,1366,1.6,4,128,25308
637,Lenovo,Gaming,15.6,0,0,1920,2.8,8,256,74539
638,Lenovo,Gaming,15.6,0,0,1920,2.8,16,256,60153
639,HP,Ultrabook,13.3,0,0,3200,2.7,8,256,61006
